activitytype_from,flowobject_from,activitytype_to,flowobject_to,classification_from,classification_to,comment,skos_uri,prefixed_id
X_chemicals,,CHEMICAL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d3a831f6-5717-41c4-89e2-6b500514f83f
X_non_ferrous,,NONFERR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,912305c0-4f1d-4f06-84a3-5a9add5f45ad
X_non_metallic,,NONMET,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,35ecc4b3-d2ba-4eb4-a928-6e17e16b9830
X_motor,,TRANSEQ,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9bddfaab-447d-493d-aaea-5fe627a0dd8b
X_machinery,,MACHINE,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,254c531c-253e-4c03-b5b6-64e6cf4dea9e
X_food,,FOODPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3cc929bc-ec06-4791-85fb-f2df96c3889c
X_paper,,PAPERPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8e852e11-6aed-4301-8f45-f2b9c057377e
A_WOOD,,WOODPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,fd39026a-5188-4f28-9292-bc7f7471c65d
X_textile,,TEXTILES,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1fb6954d-7176-49dc-a29e-962932e70eba
X_other,,INONSPEC,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0bd86ad3-c7d6-45e1-b3cd-dce90b53aa84
A_TAIR,,WORLDLAV,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,94a5e01b-bd4a-45a6-9e31-d4a21aeae2b9
A_TAIR,,DOMESAIR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,dba9f34f-82bc-4b9a-8106-467f114f0813
A_TLND,,ROAD,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,b51f7fbc-b100-4882-9727-0f7558fa9e92
A_TRAI,,RAIL,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3b18b2fa-08fd-41c2-bc84-a4bf676cf0d8
A_TPIP,,PIPELINE,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,25a390e0-17bf-467e-9387-247f2fe30849
A_TWAS,,WORLDMAR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,56928ecf-0763-4a26-865d-fbdfa2eeafa0
A_TWAS,,DOMESNAV,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e47acdb4-be54-4884-a96a-f8999590be9e
A_NS_transp,,TRNONSPE,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,38ec3269-8f2d-4181-9685-663235c47c19
X_commercial,,COMMPUB,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,49be8009-9e78-4969-8b34-131b6de7b5a6
X_agriculture,,AGRICULT,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,3f291026-a79e-4cc2-9ccf-4793b4a0dd2b
A_FISH,,FISHING,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,0bfdcfd9-1665-4f71-a10c-60dc021cdc20
F_HOUS,,ONONSPEC,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,a105785c-803a-4b93-bbc1-c22f81a1a6c2
A_CONS,,NECONSTRUC,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,fa26c0db-75a4-452a-8bfd-67c265f2c1e0
X_mine,,NEMINING,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e5ddc1d5-60f0-4eb2-a67b-3330de76e281
A_STEL,,NEIRONSTL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,950d0353-427e-429f-bc59-16f392a2e456
X_chemicals,,NECHEM,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,36631a50-2974-4213-a764-f270dcb2439c
X_non_ferrous,,NENONFERR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f2678dd0-f965-4c0a-b000-e7e58fd82aad
X_non_metallic,,NENONMET,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1b10f22b-5661-46d7-b2c3-faee9c149a43
X_motor,,NETRANSEQ,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bc667dec-1ba4-4c09-948f-07e66f823075
X_machinery,,NEMACHINE,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b6c263d6-3036-4e5c-8b7e-53d64183b30e
X_food,,NEFOODPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,df695c52-9eb6-4202-b680-d7f3418b40c6
X_paper,,NEPAPERPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c61529a0-b1bc-46f6-8085-8f7d2f60da93
A_WOOD,,NEWOODPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8c106137-b139-4bac-8044-c085dbe67187
X_textile,,NETEXTILES,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ac0c9dee-20f6-4b43-bd01-ee535e5c0130
X_other,,NEINONSPEC,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a42f3c6f-88a8-4872-90f6-8eb55739c606
X_transport,,NETRANS,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch,0df2efbc-f882-407e-9553-33be97f8f44c
X_other,,NEOTHER,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,72ea557f-5ec1-4306-b6ae-2689abe41ae1
