activitytype_from,activitytype_to,comment,prefixed_id,skos_uri,classification_from,classification_to
ai_4662,423A00,many-to-one correspondence,e67de04d-b6da-4cf1-98cb-6f6d32c37b11,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4663,423400,one-to-many correspondence,f253e906-fc6e-4aae-aad7-446b384bced5,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_4663,423800,many-to-many correspondence,5a4692ea-5b03-4320-bb4a-57e10511193f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4663,423A00,many-to-many correspondence,e966c422-a8e7-4659-9fc1-bba57b249a53,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4669,423A00,many-to-one correspondence,8ed60df3-a163-4da1-a5d4-319ba1fb74d2,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4690,425000,many-to-one correspondence,30a2f370-2332-4023-8ea4-967184ce6027,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_TDRT,4B0000,many-to-one correspondence,b9fa4248-62ae-49d9-988d-b6d32d59783b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4711,445000,many-to-one correspondence,fb201036-1d16-41d5-b7ad-734894b02dd8,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4719,452000,one-to-one correspondence,de8a4227-a165-49ba-bc93-91ea3a780937,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_472,445000,many-to-one correspondence,184153ce-6ecc-4805-bc90-d4db4832d6d7,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4721,445000,many-to-one correspondence,63bfcf74-5c23-4cef-99e6-6fb2a4b8d110,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4722,445000,many-to-one correspondence,d903d8de-da43-417b-9455-e17a6d6b2cd3,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4723,445000,many-to-one correspondence,693bdf29-bc91-40bc-8359-419c667df9db,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_473,447000,many-to-one correspondence,92539acb-24bc-462e-83ae-e9e05a436c1d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4730,447000,many-to-one correspondence,900df0f0-a21b-4d52-a3fb-f1250e3b0199,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_TDFU,447000,many-to-one correspondence,0e182196-c1a4-48f6-842f-85b0fe51a62b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_474,4B0000,many-to-one correspondence,945768b4-4509-46ac-bae4-f53c6d0492dd,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4741,4B0000,many-to-one correspondence,b6088b2a-8393-48eb-a4d0-e591a978fe30,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4742,4B0000,many-to-one correspondence,2c26bef7-beb5-4086-99c9-1a122192a343,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4751,4B0000,many-to-one correspondence,a9343f57-ec2c-4963-b198-5c4efeb0b963,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4752,444000,many-to-many correspondence,2607da06-e2d6-42bf-baf5-e43952ec8677,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4752,4B0000,many-to-many correspondence,cf5799ab-5428-41cc-accb-11f4905a7187,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4753,444000,many-to-many correspondence,77c7725c-8a6e-4150-b57e-73b928820183,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4753,4B0000,many-to-many correspondence,1f15e574-dd9e-4973-9c20-091469510beb,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4759,444000,many-to-many correspondence,72283a7a-06c9-4ebe-9e06-1811453e4ded,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4759,4B0000,many-to-many correspondence,4bb36f78-a405-4e1b-97dd-d13236d016f2,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_476,4B0000,many-to-one correspondence,aa395f88-c0ea-4d8b-bb1f-9f4f952e9043,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4761,4B0000,many-to-one correspondence,ed807aba-5810-4534-9374-66696cedcfda,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4762,4B0000,many-to-one correspondence,aaff4ae9-d431-4134-b017-73d0810c0c2d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4763,4B0000,many-to-one correspondence,e680f948-5d38-453c-bb96-c25bf54c76dc,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4764,4B0000,many-to-one correspondence,cd8ca658-5a89-4b07-8f61-9da928d3801b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4771,448000,one-to-one correspondence,c982155b-849f-4bec-9439-225b85b7d581,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_4772,446000,one-to-one correspondence,4a191aca-c808-4ab8-bb9d-51ca4c07752c,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_4773,4B0000,many-to-one correspondence,c95be528-5639-42af-a779-e79b5cd8fe33,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4774,4B0000,many-to-one correspondence,54ebd634-5d8c-42c1-b5e0-f47112003b31,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_478,4B0000,many-to-one correspondence,2c8e0aed-f8a8-4bf5-9242-00dd1811164d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4781,4B0000,many-to-one correspondence,9b9dfb8a-5e93-4a2d-9b22-56122458d0fe,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4782,4B0000,many-to-one correspondence,a91ae6ac-df07-4e49-8aa9-b20bfd7bc087,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4789,4B0000,many-to-one correspondence,b76eb9f6-8335-4e3b-9f14-54674c6f6c0c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_479,454000,many-to-one correspondence,55e2a711-058e-4453-9978-ed6130c7f317,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4791,454000,many-to-one correspondence,94a9ad67-2f43-4777-8936-ebb41b7b9844,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4799,454000,many-to-one correspondence,3ccd7743-5d3a-42b1-8d9d-007a90cd93e3,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_TRAI,482000,many-to-one correspondence,119c2c58-57a2-4ee1-847d-6e56c83140d6,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4911,482000,many-to-many correspondence,7078a326-37c7-4f8b-b862-95d3638113be,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4911,S00201,many-to-many correspondence,b47f4777-2484-4cbe-be8f-43b86c61ef9b,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4912,482000,many-to-one correspondence,d8923510-c44b-40f2-b16f-008ac99c72c8,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_4921,485000,many-to-many correspondence,d3e4f4d1-3426-44f8-840c-3d00728c85e8,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4921,S00201,many-to-many correspondence,b105e13e-3e18-4172-9e8d-c8177ee3b696,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4922,485000,many-to-many correspondence,1d6d8836-d568-4529-bda2-e36ca13a8d4f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4922,S00201,many-to-many correspondence,65da0a29-fdea-4167-bf06-ee90e742797c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_4923,484000,one-to-one correspondence,59ceb802-935e-44c5-890a-b4bd952118e9,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
A_TPIP,221300,many-to-many correspondence,69ba16e6-b77e-4acb-b86f-82664255cb4d,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
A_TPIP,486000,one-to-many correspondence,eb303040-c240-42ed-bb38-20aa81699105,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_50,483000,many-to-one correspondence,cd47c0bd-11c0-4e34-a93f-3fa152a639ff,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_TWAS,483000,many-to-one correspondence,1bd4bba3-6c4e-497b-af61-b9ebe963daf0,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5011,483000,many-to-one correspondence,9b705f51-ef5e-4340-927d-5a2d8e8c8898,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5012,483000,many-to-one correspondence,e192acd5-1d1e-478e-b53e-36e5cbb55f97,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_TWAI,483000,many-to-one correspondence,c77de211-1910-49b4-8872-789ae39a8c1c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5021,483000,many-to-one correspondence,d1a0275d-4d62-4803-862e-439722c9e42e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5022,483000,many-to-one correspondence,e5ed4199-6afe-4081-b69a-406821aaf3fb,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
A_TAIR,481000,many-to-one correspondence,f67748da-9721-4ee5-8fdb-260511ee1204,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_511,481000,many-to-one correspondence,ac815920-de6b-4b62-b914-e38d39cf93c2,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5110,481000,many-to-one correspondence,4a3bcc2e-ffd9-467c-b014-5d4f91e9a3bc,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_512,481000,many-to-one correspondence,ab7ad2f6-2f77-4903-b312-9d6351228c63,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5120,481000,many-to-one correspondence,d653144d-fd99-4b88-a70d-6570984ada88,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5210,493000,one-to-one correspondence,1880cdca-3a09-4b6d-887c-fd661eea27f8,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_522,48A000,many-to-one correspondence,0c4207ca-33bd-4c5d-8b9f-1c8ae03ff206,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5221,48A000,many-to-one correspondence,28e477f6-c11c-465e-8fb2-629031912022,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5222,48A000,many-to-one correspondence,8b73d9ae-f6af-429d-b04a-c042aeeb0f20,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5223,48A000,many-to-one correspondence,fdf5773f-39ee-4d98-9b18-e531c0b7f38e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5224,48A000,many-to-one correspondence,e8b50d66-2ac8-4fd9-901c-e8ee3f78d562,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5229,48A000,many-to-one correspondence,46d879aa-cc4f-40bb-b943-ab20218cc31f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_531,491000,many-to-one correspondence,7448b1e0-6786-4cbe-a6c0-1aeb8f383921,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5310,491000,many-to-one correspondence,e791ee9e-aad2-4803-bf74-e03a60cc00f9,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_532,492000,many-to-one correspondence,28ef896f-d34b-4f20-985a-9318a41d46a2,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5320,492000,many-to-one correspondence,5ef6060c-bd63-472f-8a18-91751dc87945,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_55,721000,many-to-one correspondence,014d150f-ed96-4e9e-b829-c1d0da76010e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_551,721000,many-to-one correspondence,4baff07e-3ea1-4687-92bc-e7a4f946d1ac,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5510,721000,many-to-one correspondence,688e16b3-4e04-4efa-a152-8683f7500ce3,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_552,721000,many-to-one correspondence,ae0dc461-2dcf-4b7f-9021-8b395236f967,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5520,721000,many-to-one correspondence,6c4823ae-639f-4b56-ba55-14dbbe100be2,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_559,721000,many-to-one correspondence,6b441926-a567-4c36-9222-aceb1894a786,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5590,721000,many-to-one correspondence,e5ca32d4-a765-49d9-bb87-e8e256fa2a21,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5610,722110,one-to-many correspondence,c4a92570-600e-42a0-957c-8f1667f85fbb,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_5610,722211,one-to-many correspondence,f91a92df-af73-4c62-9e32-82857e210f2c,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_562,722A00,many-to-one correspondence,0f38f7d6-193b-4c36-9a02-1ed6f9e1ae8c,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5621,722A00,many-to-one correspondence,a89f9eba-4edf-493d-9853-ed51742073a4,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5629,722A00,many-to-one correspondence,4042e848-d012-4530-b10a-dccf80196514,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_563,722A00,many-to-one correspondence,8cbd9620-ce14-4958-b94e-c8ae1435bfee,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5630,722A00,many-to-one correspondence,1c10b46b-ea54-4f34-a721-7f8327aeccaf,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5811,511130,one-to-one correspondence,9b5e25a3-27d2-48f7-afe7-a17acaf79935,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_5812,5111A0,many-to-one correspondence,cca7ce56-e940-4f82-9cee-fdacee57ea30,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5813,511110,one-to-many correspondence,54fc79c9-6d38-4711-9c69-9b18a25aaa73,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_5813,511120,one-to-many correspondence,db9414de-d74f-40be-8bee-ac5131d6b068,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_5819,5111A0,many-to-one correspondence,aea0baad-ae37-4327-bba2-06baecae924b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5820,511200,one-to-one correspondence,8de2beb9-9645-455d-aa9d-7e7c29813937,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_591,512100,many-to-one correspondence,42a98a74-8535-430d-b7c5-fe9b23e44329,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5911,512100,many-to-one correspondence,b37d355b-78ec-4e18-a220-acd01697cfc5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5912,512100,many-to-one correspondence,000e34b2-2ebc-4677-9b55-5d8fbc1f83b6,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5913,512100,many-to-one correspondence,b5d1864d-e0ea-4f0c-b452-83aae6eb3679,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5914,512100,many-to-one correspondence,d28bb36d-7ffb-4fd8-9f1e-53e4444d4174,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_592,512200,many-to-one correspondence,bf7af971-f9df-446b-af89-a451767ad0a3,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_5920,512200,many-to-one correspondence,bd62fed1-ff9d-4cb9-a178-9343b13f384d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_601,515100,many-to-one correspondence,a1c5b02c-7b16-4c33-9491-a0864a954e20,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6010,515100,many-to-one correspondence,a9fecdf8-bb89-4044-aad7-5d83cbda7ced,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6020,515100,many-to-many correspondence,3fc9803f-d158-452a-9c00-f0f90aed669c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_6020,515200,one-to-many correspondence,dc81fd4b-0cf3-4784-bcb6-22418338fd12,http://www.w3.org/2004/02/skos/core#narrowMatch,bonsai,bea
ai_611,517110,many-to-one correspondence,7a5342e3-2ae7-4525-9ee5-d35ec8a63bc8,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6110,517110,many-to-one correspondence,bedb8026-1429-48b6-b5de-e10af7634b90,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_612,517210,many-to-one correspondence,06347ada-6b3e-4c50-94eb-1c113cf44672,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6120,517210,many-to-one correspondence,8cd061c6-c7db-4a90-a917-ad4df4371d14,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_613,517A00,many-to-one correspondence,39add6d3-7cdd-42c6-b0a8-4c84829ab0b5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6130,517A00,many-to-one correspondence,c8b09d2f-ff9a-472c-99ab-2fbb02310b28,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6201,541511,one-to-one correspondence,b2c52adc-6364-4504-b7a3-329a629dec3e,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_6202,541512,one-to-one correspondence,43ad2d35-dd56-49f1-850c-07c621ac6c86,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_6209,54151A,one-to-one correspondence,2c712035-a9fe-44c2-99a0-00e4c9824575,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_6311,518200,one-to-one correspondence,4f8b3310-7424-4aaf-a6f7-5023733af7fe,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_6312,519130,one-to-one correspondence,a3579ca5-af85-427d-ba61-9b3a5b984af9,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_6391,5191A0,many-to-one correspondence,11e3ae37-cf49-465c-9cda-116170909a2f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6399,5191A0,many-to-one correspondence,fc17387d-08e3-4afe-b4d5-fe373625561d,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6411,52A000,one-to-one correspondence,226f2d21-06ae-4ad0-91fb-250f5c4d2d23,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_6419,522A00,many-to-one correspondence,4618fe81-3af1-4fde-ac8c-8ff6a444dbc9,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_642,550000,many-to-one correspondence,ff0eefe5-d9ee-48e8-8575-9ec1de5abe12,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6420,550000,many-to-one correspondence,335dc6d3-0ea8-4201-b39e-77679b4d01aa,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_643,525000,many-to-one correspondence,13eee8f7-6c58-4a96-b69b-68421803ea33,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6430,525000,many-to-one correspondence,01f7d209-d42f-4738-886b-e81038350934,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6491,522A00,many-to-one correspondence,be978d67-03f8-4783-aa55-040dd63a7e91,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6492,522A00,many-to-one correspondence,ff18036b-a138-4f39-a8cf-cca816f3b416,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6499,522A00,many-to-many correspondence,c4ed55e5-af7b-4888-989b-8117a1997fd8,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_6499,523900,many-to-many correspondence,15b244bb-1e21-49f8-a90a-abf40dc5a131,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_6511,524113,one-to-one correspondence,1bfc859e-6dee-43bd-a0f2-cc6cfaf0e8eb,http://www.w3.org/2004/02/skos/core#exactMatch,bonsai,bea
ai_6512,5241XX,many-to-one correspondence,934b1243-83e5-465c-a4f1-a2aff7762da5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6520,5241XX,many-to-one correspondence,e8d68578-6462-43b3-bab7-d4e0c9f36112,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_653,522A00,many-to-one correspondence,7942b306-05e4-4d9c-b990-512aed7117a1,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6530,522A00,many-to-one correspondence,8ead48a4-7c9f-4673-937c-f1c775b90302,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6611,523A00,many-to-one correspondence,b8de943d-63fb-4132-9faf-7d5d642b3ab1,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6612,523A00,many-to-one correspondence,c97d3dfb-9448-4197-9a31-b85dcec4b602,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6619,523900,many-to-one correspondence,ed521561-d50e-45b1-b423-a4434327f7eb,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_662,524200,many-to-one correspondence,6aa7d3e0-7a8f-4122-8d6b-28c0f7762eae,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6621,524200,many-to-one correspondence,b5cebfb5-8a6c-44ab-819c-84cfd5690ffb,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6622,524200,many-to-one correspondence,3e7d0d0a-b3fc-4a83-b4ff-3bf3c0a982ff,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6629,524200,many-to-one correspondence,fe5587e9-d198-4824-8711-b448c8aeed8f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_663,525000,many-to-one correspondence,9b61c83d-14d5-40a7-b77f-0f925191a06a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6630,525000,many-to-one correspondence,7dd720f2-2e56-4ad4-800d-bcfb2e026d83,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6810,531HST,many-to-many correspondence,6b99b0a4-2672-4b37-8f12-39a81b6e143a,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_6810,531HSO,many-to-many correspondence,160a377c-74d9-4aaa-b445-dd672ee2a2ad,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_6810,531ORE,many-to-many correspondence,ba0325f3-42db-4c5a-9e32-9c7c84d1913e,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_6820,531HST,many-to-many correspondence,be650e04-a133-4b93-b259-ba8e8a032c7f,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_6820,531HSO,many-to-many correspondence,adfafd8a-4e68-4854-8d29-c189489d5602,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_6820,531ORE,many-to-many correspondence,450c2330-15f8-44cd-bc9b-eabbd5d9c77c,http://www.w3.org/2004/02/skos/core#relatedMatch,bonsai,bea
ai_691,541100,many-to-one correspondence,5983e50f-dd3b-4bab-b2cd-6cefb7a1f35b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6910,541100,many-to-one correspondence,a25addfb-df22-4c95-81dd-e12b95b94a8e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_692,541200,many-to-one correspondence,87f1aa47-42ff-4dcb-8f08-27052d0e92cc,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_6920,541200,many-to-one correspondence,b133b381-270e-45bc-a0ae-00ead1df9e64,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_701,550000,many-to-one correspondence,aee910fd-1d7e-4d47-94c3-4dbf5b22dd0f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_7010,550000,many-to-one correspondence,023df352-139c-436d-ba81-e655ca53d5e8,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_702,541610,many-to-one correspondence,c1b787d4-2033-4f70-a0cc-ab277b26e64e,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_7020,541610,many-to-one correspondence,030c3928-71f6-4232-9112-1d416e409206,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_71,541300,many-to-one correspondence,2471e521-aed8-432e-b479-8a72e57435a1,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_711,541300,many-to-one correspondence,9fdad6ff-7152-4b09-be66-48c6c2708dbf,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_7110,541300,many-to-one correspondence,05e91e66-187d-4bc9-9707-fd58ac3294d1,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_712,541300,many-to-one correspondence,dfbb44d6-eaf7-47aa-becc-ff446631749b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_7120,541300,many-to-one correspondence,ec72226c-da33-4ba6-88f7-835dea03870a,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_72,541700,many-to-one correspondence,d4a80001-19ee-46cf-a80d-63686d324b99,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_721,541700,many-to-one correspondence,2bf29d06-e3e5-482a-8f15-11c3f1f41457,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_7210,541700,many-to-one correspondence,5b038494-210e-4cb6-861d-9e07b9dc2db5,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_722,541700,many-to-one correspondence,fbdedcfa-9947-47ea-88eb-e1fa6d14f4e6,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_7220,541700,many-to-one correspondence,34f7e44e-4ed2-44e9-bff5-db4ccee7ee0f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_731,541800,many-to-one correspondence,dd6a4b9f-6999-4b4e-97fd-f0452c72f1ae,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_7310,541800,many-to-one correspondence,928fa291-61fe-4514-b54c-23c6248b039b,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_732,5419A0,many-to-one correspondence,d8b65e07-f747-4a24-bc47-4b6b204b9a14,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_7320,5419A0,many-to-one correspondence,04531a4a-cc0b-4cde-96a8-b7658f893704,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_741,541400,many-to-one correspondence,0f58d07f-251f-4632-96c1-1c03a1c70403,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_7410,541400,many-to-one correspondence,3a13d3cb-e70f-4040-b811-d6acff6ead0f,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
ai_742,541920,many-to-one correspondence,fbcb874d-1855-456b-9baa-f7aa8aa49134,http://www.w3.org/2004/02/skos/core#broadMatch,bonsai,bea
