location_from,location_to,classification_from,classification_to,comment,prefixed_id,skos_uri
NI,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,c3646c9f-9043-45e5-9583-6b8b17857f99,http://www.w3.org/2004/02/skos/core#broadMatch
NE,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,2b795509-0801-4f43-82c3-5ed875476a5a,http://www.w3.org/2004/02/skos/core#broadMatch
NG,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,925b26a4-489a-475b-8af5-f95394eb9b88,http://www.w3.org/2004/02/skos/core#broadMatch
NU,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,bd6b0652-9f57-4acf-916d-b4f6de34c44e,http://www.w3.org/2004/02/skos/core#broadMatch
NF,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,94b3e2db-33b9-4705-b9e1-149af2ef4c4b,http://www.w3.org/2004/02/skos/core#broadMatch
KP,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,6cb29a2e-75f3-4a97-a5f8-16428fc755fe,http://www.w3.org/2004/02/skos/core#broadMatch
MP,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,0d10171d-87c8-4d7b-be98-f7aa565d2d9b,http://www.w3.org/2004/02/skos/core#broadMatch
NO,NO,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,0b4c52cb-1d79-48bf-a80c-da36957fddde,http://www.w3.org/2004/02/skos/core#exactMatch
OM,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,e29208d1-3ed1-4dd0-876d-fa4c2ccd352e,http://www.w3.org/2004/02/skos/core#broadMatch
PK,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,963ebebb-dbc2-4f6e-b0dd-bba78e65f719,http://www.w3.org/2004/02/skos/core#broadMatch
PW,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,fb42db59-7296-4304-b0e1-5b2d3562f650,http://www.w3.org/2004/02/skos/core#broadMatch
PS,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,b62972ee-ad4d-4c65-9e4b-18de3b16730f,http://www.w3.org/2004/02/skos/core#broadMatch
PA,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,9cd844c5-d126-466e-9df9-d4faca42076b,http://www.w3.org/2004/02/skos/core#broadMatch
PG,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,377cf273-fe53-4d50-aca4-7b0f981bf6a1,http://www.w3.org/2004/02/skos/core#broadMatch
PY,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,6ed82c87-941b-4e81-a943-3da2232bc77d,http://www.w3.org/2004/02/skos/core#broadMatch
PE,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,2ba15062-7e42-4d5b-bde8-21392ff89a66,http://www.w3.org/2004/02/skos/core#broadMatch
PH,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,c7bf9e89-6fb5-45a6-aa18-95730d281321,http://www.w3.org/2004/02/skos/core#broadMatch
PN,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,681eebf3-efb9-4e19-aae2-37047872cb61,http://www.w3.org/2004/02/skos/core#broadMatch
PL,PL,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,be60050a-bd87-4dce-a344-6039adef11dd,http://www.w3.org/2004/02/skos/core#exactMatch
PT,PT,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,37fd9130-022d-4c15-8c2a-9c6b7342e6f2,http://www.w3.org/2004/02/skos/core#exactMatch
PR,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,5b313ab7-b8a5-455b-9fc2-4d94e33467c3,http://www.w3.org/2004/02/skos/core#broadMatch
QA,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,195026de-b0e3-48db-b695-b1a92275e0e6,http://www.w3.org/2004/02/skos/core#broadMatch
RE,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,7dbbf88d-b394-470e-a530-9ec14e41060d,http://www.w3.org/2004/02/skos/core#broadMatch
RO,RO,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,e59322e1-22ec-4586-bcf6-4cbea27b65eb,http://www.w3.org/2004/02/skos/core#exactMatch
RU,RU,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,3ecbb901-223d-45d2-8e04-9d79d83ca79e,http://www.w3.org/2004/02/skos/core#exactMatch
RW,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,fefe4b68-6203-48d7-964b-6dc623f097f7,http://www.w3.org/2004/02/skos/core#broadMatch
MF,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,7612135a-0b50-4c9a-992b-f9b14b37587d,http://www.w3.org/2004/02/skos/core#broadMatch
WS,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,8c94cdad-b1c2-41a2-9afa-c078905c21f2,http://www.w3.org/2004/02/skos/core#broadMatch
SM,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,f5662a59-cd4d-48ee-9983-274b1e2ac762,http://www.w3.org/2004/02/skos/core#broadMatch
ST,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,4314781d-b2cb-4a74-8369-81a5300c650f,http://www.w3.org/2004/02/skos/core#broadMatch
SA,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,e13a058a-0298-4eaf-9cb5-532b4a8b56f4,http://www.w3.org/2004/02/skos/core#broadMatch
SN,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,f05a80ad-42f1-4f67-b6ca-346a56b7b259,http://www.w3.org/2004/02/skos/core#broadMatch
RS,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,57b80b1e-6eee-48f8-aa17-3b7835141d87,http://www.w3.org/2004/02/skos/core#broadMatch
SC,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,a5ffd29c-f76b-45b2-89ec-a0e59649653f,http://www.w3.org/2004/02/skos/core#broadMatch
SL,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,89d0848f-179e-4a4f-9362-d62dacc052e8,http://www.w3.org/2004/02/skos/core#broadMatch
SG,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,71b16069-9ce0-47ed-8e7e-190c5553be25,http://www.w3.org/2004/02/skos/core#broadMatch
SX,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,2de59169-ceab-456e-aa5e-118b0abf66fc,http://www.w3.org/2004/02/skos/core#broadMatch
SK,SK,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,4ed30a29-b2ba-4006-b015-d959c239a523,http://www.w3.org/2004/02/skos/core#exactMatch
SI,SI,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,bbb05f9d-4ef1-4d81-a39b-a24b45aa9b58,http://www.w3.org/2004/02/skos/core#exactMatch
SB,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,dfc06c1b-0e4d-4b9b-8de3-b2199f93fdad,http://www.w3.org/2004/02/skos/core#broadMatch
SO,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,8eebf1fe-5a6b-48af-bfa3-24ffed14d811,http://www.w3.org/2004/02/skos/core#broadMatch
ZA,ZA,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,85d255b4-54b4-48e8-9b17-0d547b9c7a97,http://www.w3.org/2004/02/skos/core#exactMatch
GS,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,bad07f33-eaf8-4c36-869e-81cc268481f0,http://www.w3.org/2004/02/skos/core#broadMatch
KR,KR,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,18b8b658-1aeb-4858-980c-40280ee33249,http://www.w3.org/2004/02/skos/core#exactMatch
SS,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,dccfa62d-cdea-4572-b4d9-0b67066cf594,http://www.w3.org/2004/02/skos/core#broadMatch
ES,ES,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,c37cf24f-c73a-449d-a8f5-44d78eabc9ff,http://www.w3.org/2004/02/skos/core#exactMatch
LK,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,a3ef0f08-3c44-4baf-9334-aea10185f335,http://www.w3.org/2004/02/skos/core#broadMatch
BL,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,36036bb5-b131-47ff-9a69-4aaca3c1e081,http://www.w3.org/2004/02/skos/core#broadMatch
SH,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,3fc528f2-86c8-4aae-838d-cedf2ba3addd,http://www.w3.org/2004/02/skos/core#broadMatch
KN,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,fb3d87b4-42be-456b-9ebb-870dc560bab6,http://www.w3.org/2004/02/skos/core#broadMatch
LC,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,63a666d6-d764-4d8e-92c1-1f794631c024,http://www.w3.org/2004/02/skos/core#broadMatch
PM,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,8e42e77c-2838-4a79-8c3c-b7b5e647e957,http://www.w3.org/2004/02/skos/core#broadMatch
VC,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,225bdec1-0e34-4004-9019-cb0f7984cf4c,http://www.w3.org/2004/02/skos/core#broadMatch
SD,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,81ea653f-6f03-4c32-80b8-31215ff63f82,http://www.w3.org/2004/02/skos/core#broadMatch
SR,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,22fb5e10-5ddc-41d7-9463-a05101f2e227,http://www.w3.org/2004/02/skos/core#broadMatch
SJ,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,76967975-b3bb-4bb9-a25d-1554b65dfb68,http://www.w3.org/2004/02/skos/core#broadMatch
SE,SE,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,0552d381-52a8-4a0c-846d-08108726a8ef,http://www.w3.org/2004/02/skos/core#exactMatch
CH,CH,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,e1cba760-9bc2-464e-b598-5537ca1097a2,http://www.w3.org/2004/02/skos/core#exactMatch
SY,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,7f2f15fb-d825-4495-bf06-c62895408717,http://www.w3.org/2004/02/skos/core#broadMatch
TW,TW,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,f6133302-757e-48f8-a3ce-ee347c4b0c23,http://www.w3.org/2004/02/skos/core#exactMatch
TJ,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,bb1b6397-779c-4ced-a1b1-3f044856d641,http://www.w3.org/2004/02/skos/core#broadMatch
TZ,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,1cd231ee-dda5-4f0f-9ed2-c69cf0348298,http://www.w3.org/2004/02/skos/core#broadMatch
TH,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,7b02fe99-6076-4106-a038-83bdc5705c7e,http://www.w3.org/2004/02/skos/core#broadMatch
TL,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,c6e89048-89b3-456b-98c5-132689db6533,http://www.w3.org/2004/02/skos/core#broadMatch
TG,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,27978f92-e41a-46ff-860a-7cbbd5303a2d,http://www.w3.org/2004/02/skos/core#broadMatch
TK,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,6dceb577-683b-43e6-b3f5-4b1789e9fa99,http://www.w3.org/2004/02/skos/core#broadMatch
TO,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,e37d67a9-c011-4c77-aeb5-5276acc86703,http://www.w3.org/2004/02/skos/core#broadMatch
TT,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,3f58b19b-e2a3-4e29-8f74-6ec477ebcd7b,http://www.w3.org/2004/02/skos/core#broadMatch
TN,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,683f0970-41db-4416-ab47-01e72c346cb7,http://www.w3.org/2004/02/skos/core#broadMatch
TR,TR,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,e24cf953-bd5e-4956-aeac-933c94657f2a,http://www.w3.org/2004/02/skos/core#exactMatch
TM,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,46ea0c3d-abde-424a-beb8-21a68bc9c5dd,http://www.w3.org/2004/02/skos/core#broadMatch
TC,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,e3fa116c-0056-46a9-be2a-82798e74ce72,http://www.w3.org/2004/02/skos/core#broadMatch
TV,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,2e49cc5f-8595-4a3f-a431-0da1ae859ad8,http://www.w3.org/2004/02/skos/core#broadMatch
UG,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,7b5dcb29-4270-47b1-a041-8c5587eb6a3d,http://www.w3.org/2004/02/skos/core#broadMatch
UA,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,4ce9ff57-6267-4306-8e29-ebf4f9131345,http://www.w3.org/2004/02/skos/core#broadMatch
AE,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,9a931207-0965-4ceb-be1c-61fe7de41022,http://www.w3.org/2004/02/skos/core#broadMatch
GB,GB,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,cfc89257-c9bc-4295-89c7-a1ecaeaddb76,http://www.w3.org/2004/02/skos/core#exactMatch
US,US,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,abfdaf00-9d27-4b62-96ac-09252a510e1c,http://www.w3.org/2004/02/skos/core#exactMatch
UM,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,0b5844ed-fbb2-4ea1-9c45-d0343e818a5d,http://www.w3.org/2004/02/skos/core#broadMatch
VI,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,ae61f3ef-3303-48f6-bff7-aa17a4592733,http://www.w3.org/2004/02/skos/core#broadMatch
UY,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,0366192a-a492-4e01-8287-685249b227ea,http://www.w3.org/2004/02/skos/core#broadMatch
UZ,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,322c5a1b-4a4c-457d-a357-2456c8a588e0,http://www.w3.org/2004/02/skos/core#broadMatch
VU,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,737a7047-c785-4431-be46-2fdb460d8cb5,http://www.w3.org/2004/02/skos/core#broadMatch
VA,WE,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,9d910e68-77ca-40d8-a811-6ae2813ff57c,http://www.w3.org/2004/02/skos/core#broadMatch
VE,WL,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,1e32b08b-5230-49c8-a429-6b791c43ef3e,http://www.w3.org/2004/02/skos/core#broadMatch
VN,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,c3757643-c812-4fb2-ba45-c3ffa0181b9f,http://www.w3.org/2004/02/skos/core#broadMatch
WF,WA,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,af30e269-4d28-48ef-924a-7430632cc9fc,http://www.w3.org/2004/02/skos/core#broadMatch
EH,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,07a583fe-e98a-4708-950c-8c100d56bc1a,http://www.w3.org/2004/02/skos/core#broadMatch
YE,WM,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,9317e1a3-7e16-4444-bd9c-9f068e644c28,http://www.w3.org/2004/02/skos/core#broadMatch
ZM,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,7a2d5526-2241-47ed-9d66-f8dd13d3c38d,http://www.w3.org/2004/02/skos/core#broadMatch
ZW,WF,iso_3166_1,exiohybrid4_reg,many-to-one correspondence,5e46ded1-3ea0-4412-afa2-15b234b69946,http://www.w3.org/2004/02/skos/core#broadMatch
world,world,iso_3166_1,exiohybrid4_reg,one-to-one correspondence,962cbc98-7493-4a17-88ef-1b8fb2685b3c,http://www.w3.org/2004/02/skos/core#exactMatch
