flowobject_from,flowobject_to,classification_from,classification_to,comment,skos_uri,prefixed_id
D35,fi_61191,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,4bcf0ca8-735c-41f4-85af-e20039db9512
D35,fi_61197,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,9a9d1f0e-5e27-4352-a303-8f2ccfcc3b03
D35,fi_61291,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,57acb95b-a95f-49a6-bd65-7a57221f6519
D35,fi_61297,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,80974f04-763a-44b2-b981-aeee973250dd
D35,fi_62497,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,9a1e7d15-027e-4042-897d-d7e28bd24bac
D35,fi_62597,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,33f10b7d-fdd8-4371-a126-38aee5e56ad6
D35,fi_6911,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,46dd6150-f9f1-4913-a665-a98161972f67
D35,fi_6912,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,07d530fd-b884-42fa-8cd9-2127ec076f46
D35,fi_69220,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,000814d7-ab79-4c9e-94e7-9a626d5c2fbc
D35,fi_8631,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,61fc59a6-e0f3-44f4-9b36-fcf28435c64a
D35,fi_86320,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,cf134273-eaec-4957-ab93-13ce1645771c
D35,fi_86340,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,095d4b7f-c032-41f3-96fa-427bf4b52f02
E,fi_18,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,1bc06c2b-1556-4ffb-8040-058bf316f15c
E,fi_33720,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,c893ac19-38e4-4d7e-829c-fb3431f6399c
E,fi_3921,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,4d42a4d4-c14b-472c-990c-e1f01f8fbaf3
E,fi_39220,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,e8f1847d-8d53-4950-9144-8fcc2622ef2d
E,fi_39240,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,a554fac9-f874-4a23-a90b-a646f4088eea
E,fi_39250,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,3a7e5833-1558-4089-a4db-e96931318be0
E,fi_39260,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,43a58185-b217-4f2c-8bed-6a707ab1bbd7
E,fi_39270,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,0cab92c3-dc16-445c-bd1b-fed4845be145
E,fi_3928,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,246230b2-5a97-4f14-95f6-0dfe85e41593
E,fi_3929,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f8014836-d803-4e99-bda4-2c04d2c66791
E,fi_393,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,64129e04-637f-4517-82c9-dd16aa4178cc
E,fi_399,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,d6bb6c0a-0335-4462-9875-ec35e90d65af
E,fi_61198,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,b6df9508-21d3-40f5-bffb-206528dd48af
E,fi_62498,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,ef8af33b-1165-4bca-8626-20081cf8fc62
E,fi_62598,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,f37cd537-6c8c-4245-b6c3-08468957b7aa
E,fi_69210,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,757b604e-e837-4f5d-ad80-cf8f11b624b0
E,fi_69230,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,7e3e8276-bb8a-4640-9237-6836e3e68a22
E,fi_86330,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,9007fbb8-79c5-4ad7-b6cd-d9567dfadab7
E,fi_86350,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,62846720-1769-4c86-90bb-56c1e69a5c01
E,fi_894,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,d4446e91-b676-43ef-8c26-c57920da253d
E,fi_941,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,094dd6a4-4f3e-436f-be55-f126e9f7f0d2
E,fi_942,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,f1f598c1-c0b8-4fb6-8e2f-750364ee7274
E,fi_943,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,1b060966-e476-4fbf-97cf-daeb4ac89e49
E,fi_944,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,00770ebe-6675-4263-bc39-4f3eb3b3eec5
E,fi_949,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,9877f90b-8d88-4cc3-b016-1071c3ff16bc
E36,fi_18,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,f1a2938f-f2e8-47f8-979f-07fe1550ff9f
E36,fi_61198,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,c492ad36-e06c-422f-a87b-37c3678ee327
E36,fi_62498,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,e165f900-07d8-4e97-a43d-813067530c21
E36,fi_62598,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,5d88bcf7-5047-4124-8ab4-c90154cb0924
E36,fi_69210,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,468a8926-9d18-46a3-9334-95df203848d3
E36,fi_69230,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,5ab5ceb9-47a5-4cca-9f0e-7d52e1058939
E36,fi_86330,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,1aa1ed57-6d62-41bb-98b8-469e2f6ad045
E36,fi_86350,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,c4fc124f-f151-4b9f-8687-5d29905a73b9
E37_39,fi_33720,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,870bcc0f-b529-41a1-88d9-a10b1947468e
E37_39,fi_3921,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,35e1b823-237d-42e1-83c1-694045318faa
E37_39,fi_39220,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,9299fac0-9875-40ce-a5fd-ec8693cf7348
E37_39,fi_39240,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,c1ae2a83-a041-40fa-98c6-13eb7f16a5c2
E37_39,fi_39250,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,0141cf89-6d69-406a-b142-036986950ea8
E37_39,fi_39260,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,c448a9ee-10a0-4db7-9100-33cfeb4095b2
E37_39,fi_39270,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,e5548379-a16a-4f01-a409-c3e1bedb3566
E37_39,fi_3928,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,69545919-1b1f-4fb5-bb14-65a42ae7d7ab
E37_39,fi_39290,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a5c90fd8-4b0a-4f98-abe4-50054e975ccb
E37_39,fi_393,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,7419c0b9-7b29-43a4-9bab-c865afe1ad5a
E37_39,fi_399,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,d6319e6f-d668-4cc2-8261-9a1e73ffcf24
E37_39,fi_894,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,88069ffc-0222-4f21-8295-f5dca8bd5fa1
E37_39,fi_941,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,633aab32-b799-42d9-82c1-e007c952d03b
E37_39,fi_942,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,3e7f1cc2-8ebb-4498-a9ba-77d2d49d1a15
E37_39,fi_943,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,f0661345-ffb0-4d6f-9ae4-72c98f0c05ec
E37_39,fi_944,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,02783a15-1829-43fc-adec-689a711671fd
E37_39,fi_949,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,f3be642e-d523-4343-81ef-d216767057a2
F,C_CONS,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2f46ac25-ce0f-48a8-aed1-26b9e409c40a
F,fi_87157,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,36bce74a-19ca-42ba-be76-4de55594f1f9
G,C_TDWH,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a7573f6b-be89-4235-b1eb-864b56e68285
G,C_TDRT,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,575997f0-f3e2-437d-8b0d-42913eed0bed
G,fi_87141,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,dc61ea46-2c4a-4195-a08d-5f52f00c2473
G,fi_87142,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,cc625a6f-00d3-424e-9683-5b69a84b52c8
G,fi_87143,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,c2a1d430-cc8d-40f7-a18c-8a4200ed2909
G45,fi_61181,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5aac247e-48f3-4c38-98fc-a7324bac3f4d
G45,fi_61281,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,1124e437-85c0-4523-bb4d-b7799657784e
G45,fi_62181,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,71bd1f54-01e7-4580-b870-b50b32ed9566
G45,fi_62281,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,dc497716-2031-4f76-9cb2-5b6c8b03eca2
G45,fi_62381,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e3985b0e-c8c0-48d7-9b67-d955fed5b266
G45,fi_62481,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bff79f83-f6c0-4651-b7c0-c2433581479b
G45,fi_62581,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,af379682-37fd-4b4a-849c-67c0ffe5cec8
G45,fi_87141,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,b70d4a15-34d4-4aff-8264-39e4d3785beb
G45,fi_87142,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,293fe6e5-a8e9-493b-bd6b-23697ed9ff11
G45,fi_87143,cpa_2_1_lvl2,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch,dcabb4ad-e86d-4139-9037-779d7d44859e
G46,fi_6111,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,cd1b8d62-3bbf-4e7f-9ee1-efab786ab978
G46,fi_6112,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,16861ab5-5496-4697-be91-160ccc180d05
G46,fi_6113,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e7e124d0-5a76-481b-917a-389a36bf3dbb
G46,fi_6114,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a95793c7-1865-43df-ad7c-c21941985d28
G46,fi_6115,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,84236b43-931c-4c62-a2b4-e5f62d38b11b
G46,fi_6116,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bafcfb0b-96be-4521-82c3-19ec628d57ca
G46,fi_6117,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3ad8a9d7-2c29-45ab-8577-be3a8f3ef524
G46,fi_61182,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,91a2a9c9-5a6f-46c2-8006-9bff6bf61fc6
G46,fi_61183,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5ae706eb-5b04-45f7-85d2-a8089bd5abc0
G46,fi_61184,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ea6064e8-a4e5-4559-9faa-6ff13627d75a
G46,fi_61185,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bb066cc4-0d4f-4344-85a1-9c791b3e9c53
G46,fi_61186,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e3b7b2f0-5119-4424-ac7a-57f7c682912d
G46,fi_61187,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,48b9570c-8aa9-4143-941f-9b1b11cf5cae
G46,fi_61188,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5f71a834-1b28-4ebf-92bf-4ab2a000d392
G46,fi_61189,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,4ceb786c-908d-454d-9903-1e4eeb09f28a
G46,fi_6119,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0d03ce0c-6321-4bba-8395-7ee4ff45df12
G46,fi_6121,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ef45c9b8-92ea-4e8e-9ed4-95af75684c27
G46,fi_6122,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,3ad7b8e1-98a1-489c-8989-8808f444e5ef
G46,fi_6123,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,58b062a7-92ce-4ac1-a501-59be46acb419
G46,fi_6124,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9ae2241b-0f06-4bcc-9657-2ceb0461a8f8
G46,fi_6125,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b6239e52-176c-4c70-9c71-0bdfe0b92bd9
G46,fi_6126,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,808e331e-c816-410a-8ae9-6a1e92ff8d23
G46,fi_6127,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,12acd9b6-250e-4352-b6ec-d33151aba873
G46,fi_61282,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a8ed8980-eabf-43eb-ab90-ce9907f5b548
G46,fi_61283,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d843b0c0-f47e-4465-bf22-b623f2c62d87
G46,fi_61284,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,8c4351e3-a315-4d92-9f7d-c82bab02c85a
G46,fi_61285,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e9ab3611-4645-41b6-82a6-137414815900
G46,fi_61286,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,67c84bb6-4e8c-40a4-a225-767de36ef890
G46,fi_61287,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a96f034b-53df-4e47-9f98-4fc139c56e0d
G46,fi_61288,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,19a9610b-3e38-450c-8afe-483956e0fbda
G46,fi_61289,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2dfdac23-43fa-4aa8-a6e4-cc2a49317e75
G46,fi_6129,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,48297d06-d73b-4d80-95b2-73442816333d
G47,fi_6211,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f1c79e82-4a6e-4bd3-ba9b-ea3a68edad11
G47,fi_6212,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7e5f89e9-6332-4e1e-acef-94a0b3c146cf
G47,fi_6213,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,01e90406-a4da-4744-90b8-aecb56cb70f3
G47,fi_6214,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ab6cea7a-ee8d-4b7c-b79e-7cff6fdc5509
G47,fi_6215,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d85e7ed4-26ab-447b-8d14-95f95301b9e1
G47,fi_6216,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7cdb3f50-1a85-48e2-a852-2be32d65edf9
G47,fi_6217,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,26488cd6-f208-4b06-abe4-86df11fcc997
G47,fi_62182,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9c96ad67-0504-4d2e-91b0-f2e433510236
G47,fi_62183,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,e9735c94-7d6f-41b1-b29c-6963a29a2e4b
G47,fi_62184,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,fce3d5e2-9f83-4cdc-81da-22cc9077886c
G47,fi_62185,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,077181ad-f4e6-4ab1-b7aa-8319f46e10e5
G47,fi_62186,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,d621980f-a4d8-4381-a995-01605c664bda
G47,fi_62187,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,af035faf-8ce8-4bc0-a4de-d1ee9cdec42f
G47,fi_62188,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,5c981f58-0449-4f18-9f11-a9b426309d32
G47,fi_62189,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,62f68320-244b-4c8e-a2b7-4b209fbb4e66
G47,fi_6219,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,eaed7624-a172-4f63-9bf8-0da869bc0755
G47,fi_6221,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,104a8e4a-fe15-462b-8e0c-1b378b0697ee
G47,fi_6222,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,412a284b-6333-42b6-8674-be5cc5cd27f5
G47,fi_6223,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,b430aa27-0840-4780-8611-179198be808b
G47,fi_6224,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f21997ff-3dac-4910-9881-d6483d39a074
G47,fi_6225,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,84b88ee6-f4e1-41cc-8cec-5b2ee534e1b6
G47,fi_6226,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,cfc3b557-27f3-4ba3-a0e9-3208c9dd2e6e
G47,fi_6227,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f3d12309-7ac0-42ce-ae47-ff321887c03e
G47,fi_62282,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,9c4934c2-cf5a-4fe3-87fb-4d119fb21e40
G47,fi_62283,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0285f302-574d-425e-b4c2-6a51adaa94e1
G47,fi_62284,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a4d8e498-8018-4764-bd17-c5bb2f77915e
G47,fi_62285,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,bdbb1ee4-7c0a-4901-b7da-ec11b7796489
G47,fi_62286,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c6f8aa26-e9e4-4c7b-9156-300a279cce61
G47,fi_62287,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,45264fc9-54d8-402a-99fa-e3893fe1188d
G47,fi_62288,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f055d539-585a-4576-9b66-a0222309596d
G47,fi_62289,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,c4ab107c-4422-4d3e-bff7-ce1c7a4d2a1c
G47,fi_6229,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,58938a5d-9c37-4dd8-b941-b7959f002f8f
G47,fi_6231,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,7e8c3edc-3847-4bf5-86e4-dfe0de5a49ce
G47,fi_6232,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,0ee2ef22-c6dc-46da-984c-e7e94a0f3095
G47,fi_6233,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,a2551c2f-af82-4d80-a190-6283bf9473af
G47,fi_6234,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,2ff0c7de-168e-4ca5-83ec-f30ad3452cc7
G47,fi_6235,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,750a6191-95c6-4538-9024-05aa5bffd172
G47,fi_6236,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,de2cd53c-936a-4849-8b1a-c3ec3240e016
G47,fi_6237,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,ea7996ff-0c71-4944-9300-8593f3dbe03f
G47,fi_62382,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,53adc900-90ad-491d-bc2a-78cd4db51545
G47,fi_62383,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,de6cdcc5-2f64-44d1-96e0-5802565f45b9
G47,fi_62384,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,f96c46b4-a605-400f-8918-8d3a05600b2d
G47,fi_62385,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,fd0d5798-a604-4cc9-a054-17b30933a4be
G47,fi_62386,cpa_2_1_lvl2,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch,095df88e-7ec5-44d9-acbc-0d0a7045b198
